Sex,Gender,Age,Ethnicity,Age Group,Region,RegionName,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
1,Male,77,1,9,2,NW,26209,26657,26708,25963,28290,35380,33474,30928,32889,29639,29761,32641,29090,36134,29380,31092,32200,32331,37525,35828,38592,35702
1,Male,78,1,9,2,NW,24621,22207,25869,29924,25736,25830,38085,31297,34217,33266,30250,33750,32722,34233,27989,27948,29532,30223,32097,37561,36995,37880
1,Male,79,1,9,2,NW,23612,20656,22298,23518,25314,31813,27187,34989,29730,32277,31177,27267,28370,33400,33076,26051,31277,28098,29375,30216,35334,35352
1,Male,80,1,9,2,NW,19705,20384,19999,22902,21959,23700,23579,25517,32300,29409,28791,28384,29024,25147,26788,29891,26387,28763,30164,30937,34899,30176
1,Male,81,1,9,2,NW,23773,21252,21395,21049,18411,21998,23505,21273,25366,31584,32599,25453,24497,23963,23477,25573,26704,29992,25012,25810,29714,33238
1,Male,82,1,9,2,NW,21522,19721,17336,19204,26046,19724,21729,20904,26023,21973,36902,32114,25071,27963,23365,24359,25422,26260,23777,28900,27656,25611
1,Male,83,1,9,2,NW,22132,17011,18582,17288,18202,17760,19644,20368,23935,22593,19632,25642,24693,23981,23428,22380,20870,24966,22345,25273,22446,23883
1,Male,84,1,9,2,NW,13634,14444,14161,14564,16735,15236,16034,16337,19091,20601,18275,19791,25253,23579,21504,21991,23451,20384,20292,19862,23697,24827
1,Male,85,1,9,2,NW,11010,16728,12375,13353,15913,13384,14874,14138,17113,21749,22662,17826,20103,26014,21003,18791,18635,24268,20852,18468,19353,18023
1,Male,86,1,9,2,NW,14505,12823,13118,14754,18752,16300,13159,12653,11663,12127,18709,21069,14215,22461,26111,20979,22496,18657,20771,16975,22520,17231
1,Male,87,1,9,2,NW,9049,14742,10235,14190,18252,18817,10465,11714,17583,17023,11413,12636,14147,16004,17919,20083,18075,15949,16990,19169,19018,17659
1,Male,88,1,9,2,NW,7442,8086,10816,11151,8834,10148,14501,10768,17078,16624,8926,16643,14194,13262,11692,13366,17770,15322,14592,14419,16760,14842
1,Male,89,1,9,2,NW,11181,8381,11300,7541,6946,11841,9159,9550,8988,11215,10931,8232,10926,15948,11277,13438,10932,21330,13233,20852,12649,15100
1,Male,90+,1,9,2,NW,24741,21871,23496,22975,28529,26094,26311,31676,27791,28421,28366,28723,29668,30839,33663,36341,39296,37379,50500,45715,49625,52997
1,Male,0,1,1,3,YH,25709,25034,28036,33351,24027,25024,24298,26323,28109,23500,26492,24856,25691,23071,23555,24390,23298,32033,24582,27084,24101,24930
1,Male,1,1,1,3,YH,26712,25829,25021,27250,25112,26900,33125,23599,23754,25946,23372,23414,27014,30050,26032,30049,26865,23973,24254,29620,24500,24825
1,Male,2,1,1,3,YH,27428,29000,27251,29865,28158,23948,28673,25252,24040,26479,24287,23602,23971,23687,23195,23585,23993,23761,24060,23683,32106,25370
1,Male,3,1,1,3,YH,28726,29495,30195,27510,25689,26365,28392,24405,32044,25898,24923,24130,25597,27226,29211,23670,24180,24741,23693,26858,27121,26163
1,Male,4,1,1,3,YH,28669,29827,31686,27617,25540,25575,25164,27203,33604,24801,30539,25658,23867,29599,24113,32791,27868,31649,30451,24475,24224,30504
1,Male,5,1,1,3,YH,33711,28553,35080,29515,30364,25787,25849,25475,27933,24902,26038,24470,30954,28158,24295,25062,32410,29235,24446,24304,26364,30183
1,Male,6,1,1,3,YH,34935,31548,28510,31110,29127,29227,31466,27378,33909,26329,25417,24916,25677,26767,24362,25953,24578,28899,28641,23846,23847,25385
1,Male,7,1,1,3,YH,29738,31922,30687,29000,29967,28609,31188,26451,27802,25280,27185,27005,25649,26729,25658,29738,25434,24400,23829,28815,30899,24268
1,Male,8,1,1,3,YH,32312,33495,29366,28645,31038,29369,30292,29760,29759,30091,28600,25102,32584,27954,25871,27393,25008,31397,33380,30856,26212,25593
1,Male,9,1,1,3,YH,35560,32225,30289,30281,29733,31280,34056,29817,31927,26305,25833,27394,28870,26152,31483,25671,29768,24364,24319,26026,27233,25298
1,Male,10,1,1,3,YH,28341,29549,30881,29963,33666,29185,33537,29120,35881,29231,26742,27438,25937,26864,28029,29545,24580,31309,28654,25862,25038,27993
1,Male,11,1,1,3,YH,29956,29109,29811,30282,31623,30430,31733,29041,30056,31246,29648,29255,31535,25574,27017,30354,26056,28576,26109,29808,27992,26154
1,Male,12,1,1,3,YH,29618,31348,28169,30419,30835,30060,30139,29186,28864,31635,34823,32517,26901,26279,30917,24989,25613,25831,27287,24673,29362,25012
1,Male,13,1,1,3,YH,26451,28443,33250,29714,30828,32583,35793,29861,28741,29453,28822,32831,28315,27158,25981,25464,28626,24986,28167,25757,25246,28209
1,Male,14,1,1,3,YH,25880,31557,28242,35901,31274,31603,33342,31195,33899,34280,28869,29540,31325,33157,34005,26479,28006,25804,31024,29978,25157,25287
1,Male,15,1,1,3,YH,33051,27157,30365,28052,31036,30219,29883,33268,31710,31202,32955,31650,36357,36396,28904,29152,30041,27304,26336,33793,30071,34839
1,Male,16,1,2,3,YH,25834,32226,25734,27202,29466,32224,30131,30673,31546,32656,34491,31705,33369,34066,32573,31184,32055,26309,26829,27413,28200,31776
1,Male,17,1,2,3,YH,33227,28093,29124,27027,27267,32425,30751,35569,32500,31755,31324,30148,31526,30793,35370,32508,29601,27737,29578,29050,28263,33524
1,Male,18,1,3,3,YH,29900,26211,32665,28797,28635,27558,30652,31260,29117,32033,31333,31705,31297,37024,30583,37899,30115,35834,35284,33865,26664,27248
1,Male,19,1,3,3,YH,29988,29836,29491,34025,31906,32322,37922,31543,35097,37768,34256,35018,36344,39343,34893,36514,36162,33434,32443,32757,39969,36740
1,Male,20,1,4,3,YH,34547,31557,29977,31734,33629,31728,30766,32572,38113,34616,33168,40104,35434,37604,35556,35181,38584,37209,40215,36494,33642,33876
1,Male,21,1,4,3,YH,32001,31946,30584,29882,33651,30547,30942,29662,31680,34046,35246,38891,37274,42489,40565,39880,34629,37531,36696,40573,39099,32739
1,Male,22,1,4,3,YH,36466,31129,33761,32969,29520,34120,30750,34652,29093,33131,32486,39148,33666,34158,37001,36993,34288,34499,35953,35765,33410,32321
1,Male,23,1,4,3,YH,33875,36306,33704,33804,29634,33980,31551,30382,30091,28865,33167,30448,37261,33916,35172,35293,34727,33568,33868,33062,34127,37408
1,Male,24,1,4,3,YH,33144,31304,34491,33320,30345,29042,32429,29059,29052,37677,30326,30769,32236,31673,36000,36747,32782,34814,32995,36817,35668,38430
1,Male,25,1,5,3,YH,38451,32267,34803,34144,29323,29269,31286,28022,29217,35061,32211,31679,32085,34357,32161,36490,40636,35403,33032,32757,36998,37742
1,Male,26,1,5,3,YH,37604,40904,31332,36054,32565,29190,34763,30480,27901,29797,32061,30495,34643,31629,34462,30733,30447,32137,33318,36562,37091,32750
1,Male,27,1,5,3,YH,34181,37030,32641,29901,35605,30305,31091,29705,30500,32681,27735,30259,30588,33454,30358,30701,30602,35382,34885,34092,34896,34204
1,Male,28,1,5,3,YH,37502,36079,33996,37497,31642,31391,33976,29981,38292,36565,28072,33393,33096,34575,31797,33346,33311,30952,31400,34359,35795,36418
1,Male,29,1,5,3,YH,37668,35483,36457,33455,32589,31237,33506,30887,31769,30898,28334,32872,27501,29164,36649,27391,37105,36182,34266,32114,37663,33858
1,Male,30,1,5,3,YH,33054,36335,36048,34766,33642,34744,31253,34723,30403,28665,29001,31518,30189,30804,30339,37080,28607,28950,30208,32336,29448,32768
1,Male,31,1,5,3,YH,33548,34019,37150,36858,34586,37388,36583,32610,31976,29961,31219,29370,29103,27175,27064,27484,31529,28009,28605,28577,30185,30627
1,Male,32,1,5,3,YH,30173,39534,33036,33239,37183,37363,38538,33969,30887,35177,33015,29583,28606,29413,27886,29923,27630,30652,35592,31321,33457,30024
1,Male,33,1,5,3,YH,30571,34417,31372,37539,34956,37338,38654,42241,36301,35172,38109,29733,31276,32656,33683,31749,29098,32813,28249,26936,29015,29689
1,Male,34,1,5,3,YH,31228,34500,30109,34627,31386,32715,34596,33140,38218,32800,29128,29711,29704,31266,29632,33799,29786,26983,32448,31867,32556,34517
1,Male,35,1,6,3,YH,30223,30317,37072,30958,32267,37850,33543,38644,38076,33598,36147,37808,33604,32098,33170,28837,31066,27467,26418,30339,32386,26624
1,Male,36,1,6,3,YH,28430,29881,31369,31078,32876,34749,32585,32359,34846,33358,33280,36294,32637,29583,31373,29119,29677,31410,34575,28976,32366,35800
1,Male,37,1,6,3,YH,30663,28030,28929,30341,33393,31193,32632,35280,35051,35812,37786,33984,38282,34204,33523,36473,29439,28357,30418,27360,26561,27013
1,Male,38,1,6,3,YH,28950,31192,29705,34380,30780,35679,32511,34540,30915,33075,34339,32898,36103,34430,32972,30701,38894,28963,28353,32145,29462,26567
1,Male,39,1,6,3,YH,29896,33746,29888,31098,30889,30713,32596,30285,33590,35635,34520,34894,39249,33138,32381,35597,33056,36492,28114,28228,29549,32410
1,Male,40,1,6,3,YH,34389,28823,28653,33498,28183,28293,32311,30244,38534,32437,31786,32307,37271,38022,33658,33521,31738,29286,32865,30534,28574,35334
1,Male,41,1,6,3,YH,25510,31414,29509,30062,28323,34016,34997,30463,38594,31368,39507,34898,38814,33461,34947,33592,39553,31774,37861,31923,32685,32689
1,Male,42,1,6,3,YH,24708,27413,36649,32241,32753,35636,27549,30286,35511,33314,30060,30782,32958,32855,38146,33616,35874,35198,34056,31895,30160,29533
1,Male,43,1,6,3,YH,31187,28495,31175,27961,29024,30970,34150,32204,30480,31054,30260,33352,34590,35770,33877,37615,32392,33998,35083,29119,29834,28847
1,Male,44,1,6,3,YH,27946,30484,25108,28421,27923,28203,34235,28200,28201,30811,32982,36194,32400,38737,35979,35462,40794,32682,37651,34161,30859,36360
1,Male,45,1,7,3,YH,28950,28131,27488,26417,28962,29542,35474,32283,30353,27510,32822,34355,30360,29587,33603,31124,32548,33964,39433,34015,39045,30900
1,Male,46,1,7,3,YH,33034,36533,29490,25654,31705,26207,27230,28645,29514,30082,33404,36830,32182,31359,30227,32690,38110,33505,38985,33248,32436,36166
1,Male,47,1,7,3,YH,38864,33773,34917,27769,29261,31475,24948,30938,28545,29882,28417,35807,28065,31630,34125,33965,35858,34061,35742,34165,37648,36494
1,Male,48,1,7,3,YH,44100,36252,33859,31450,27754,26390,25472,25778,28804,30709,33467,31453,33179,30176,29938,35770,33092,33855,36129,31891,38445,41514
1,Male,49,1,7,3,YH,33403,37565,33820,31467,36562,27205,29929,28388,28397,27196,30441,28118,29884,27718,29495,31250,31761,30357,31089,31970,32429,36513
1,Male,50,1,7,3,YH,35256,35700,34182,32811,32216,38203,27841,33842,27925,30519,33706,29411,28637,28786,27487,31635,29990,31237,29837,31316,31675,39047
1,Male,51,1,7,3,YH,35419,34385,34269,34654,37994,33181,32019,33324,27290,24940,26332,29679,30292,30242,27694,33207,28884,33597,31023,35414,31453,36904
1,Male,52,1,7,3,YH,37613,35852,36794,33334,34052,33273,30909,34588,28404,26538,28362,31499,27277,36935,28224,27642,28009,33260,31113,32793,29339,30656
1,Male,53,1,7,3,YH,37619,35931,34516,35480,41481,35536,32400,32785,38017,26862,35328,29636,26244,27952,32038,29453,30397,28392,28238,29897,30746,32922
1,Male,54,1,7,3,YH,36055,36249,35410,34291,39554,38116,36833,33237,31623,30152,30070,27964,26694,26190,32559,30672,31472,27822,28640,30206,34129,33771
1,Male,55,1,8,3,YH,37515,39733,35222,37403,36442,34223,33722,35205,36576,31521,32664,28032,26628,26669,29915,34969,30616,28867,29330,28453,31201,32325
1,Male,56,1,8,3,YH,37031,36286,34611,38482,39779,35267,34329,32910,34557,33543,33109,29567,28360,27573,25115,30875,27059,28588,34355,34638,30265,30377
1,Male,57,1,8,3,YH,40761,35479,41106,39526,35901,38626,38484,37010,35314,36133,34526,37510,31666,28005,25902,27153,26389,29417,33474,30219,32368,27872
1,Male,58,1,8,3,YH,34042,34719,36909,36869,40067,36410,34067,37237,33892,34515,33986,33036,34630,36768,30952,32240,32881,25259,30338,28186,31628,28092
1,Male,59,1,8,3,YH,35715,35172,35389,39204,39873,34658,34397,34274,38196,34379,33862,35445,39508,33348,28764,26000,28469,24167,24862,31917,29958,30449
1,Male,60,1,8,3,YH,31523,37954,33227,34876,35276,40746,33778,38980,39033,33557,38712,32165,33763,35968,35344,28390,27929,28869,26801,25236,34651,30010
1,Male,61,1,8,3,YH,31188,32598,32639,35874,35342,36507,35928,33301,35224,35072,35026,33135,32294,34090,32544,29885,28155,25789,26851,27425,26990,28807
1,Male,62,1,8,3,YH,38988,31114,31340,37117,34382,38564,38807,37480,32931,38417,34943,34891,35990,33494,37806,32556,37012,29172,26876,27523,25412,32055
1,Male,63,1,8,3,YH,34071,31543,39540,36182,32016,34269,34328,41593,34580,36528,35687,33635,34480,34699,34642,38573,39295,32408,29182,25752,26087,28395
1,Male,64,1,8,3,YH,31389,29767,29989,30826,31738,31395,33935,34753,37794,40919,33059,33752,33303,32620,34726,36290,34224,34794,30153,28959,26243,24991
1,Male,65,1,8,3,YH,35671,29754,30654,29442,33627,35822,34931,34222,39120,37846,38639,32296,35840,34436,35233,40092,31629,35867,31077,30202,28333,25293
1,Male,66,1,8,3,YH,33235,29456,34447,30412,35174,30265,29604,31848,36424,32805,33207,34316,34354,31769,32854,36465,34521,35583,36243,33637,35962,28016
1,Male,67,1,9,3,YH,33721,33161,32496,27065,27713,29482,30452,31801,36661,33886,35368,35990,35147,36990,38494,32320,33230,32051,32125,37705,34188,28645
1,Male,68,1,9,3,YH,28662,26402,27027,27184,26232,32746,30185,30232,29750,30324,30788,32232,40176,40887,34444,33850,32985,32114,30886,31949,32747,35393
1,Male,69,1,9,3,YH,27736,26769,26439,27550,27385,28904,27702,27430,30347,33888,33754,30379,32861,38642,34385,31547,32704,37454,35165,34807,30651,32726
1,Male,70,1,9,3,YH,29772,31022,26861,25903,27331,28635,29934,27923,33300,29135,28359,35172,33843,32763,31954,36086,34742,30159,31139,30538,30190,34945
1,Male,71,1,9,3,YH,30254,28375,28759,28381,27474,27692,31109,32577,32171,30546,28010,28065,29455,32550,33342,32096,34109,32107,35795,34889,36221,31342
1,Male,72,1,9,3,YH,35211,28866,31229,24963,24928,31756,32844,26803,25821,25803,27207,27184,27989,31028,29231,29811,32050,32678,37140,32095,33526,30499
1,Male,73,1,9,3,YH,22485,31775,28638,28996,26047,26984,26658,27671,25515,26924,30324,34620,30268,33136,28052,28947,30888,32608,32965,29057,31471,29259
1,Male,74,1,9,3,YH,24550,22569,29635,31239,28983,25631,26065,27216,25524,25092,25344,24391,27366,30212,32898,28383,30670,30388,29970,29775,32341,29811
1,Male,75,1,9,3,YH,24887,24296,22519,34967,31202,24411,29765,27164,24232,27779,32999,24307,29177,28059,25491,28098,33697,30098,29202,31537,30826,32552
1,Male,76,1,9,3,YH,27803,23389,29645,20547,28740,25527,23694,25578,24856,25806,27764,25690,25341,23094,26276,28026,29340,28235,25963,27756,29531,28993
1,Male,77,1,9,3,YH,16775,19283,20192,23755,21672,26347,24320,29282,23514,22376,28621,21953,29221,27235,23231,22890,29957,23713,24521,28014,28003,27160
1,Male,78,1,9,3,YH,15126,18463,19900,19641,20309,21411,29216,29834,22838,22493,20565,24242,27334,22013,20956,24773,28911,25493,25960,27290,24573,28658
1,Male,79,1,9,3,YH,16630,16253,14790,21067,23649,22436,23155,24737,22384,27003,20093,21265,21558,20263,21416,24604,21125,21893,21815,28315,23093,24390
1,Male,80,1,9,3,YH,15739,19166,20284,15336,16582,17982,20398,17726,24535,21483,22924,21664,20774,21241,19422,20041,19586,19509,24522,22697,23912,23323
1,Male,81,1,9,3,YH,19416,14600,14054,12498,14142,16190,20985,22395,17116,23545,22476,19564,19922,23157,23141,23919,22817,24680,25368,22242,23289,21256
1,Male,82,1,9,3,YH,14542,13346,15634,14305,18758,13913,16025,17375,17517,21160,24056,18714,18115,21949,23721,16530,26258,18397,18943,18946,21455,25044
1,Male,83,1,9,3,YH,11211,11677,11803,15924,16303,11203,12489,14926,14211,16209,17325,24814,21463,22770,19070,16675,17727,21490,16508,16525,17201,26134
1,Male,84,1,9,3,YH,9996,16094,10892,12382,11607,11382,11213,10804,12706,13894,14041,21253,18626,16880,17964,17201,15710,16424,15428,17242,16914,19925
1,Male,85,1,9,3,YH,14006,11402,9681,15107,12704,12536,9673,9360,10114,11803,12258,18623,15256,21590,15634,16522,15898,13540,18935,16544,17247,14477
1,Male,86,1,9,3,YH,13126,12569,8465,10093,16578,15177,10747,10686,11527,12689,15755,14010,12315,12856,16113,15475,13850,15520,19886,12939,12811,15069
1,Male,87,1,9,3,YH,9834,9151,8677,12913,11320,8197,9604,14839,8562,14119,12910,15188,14417,10060,13881,14890,12561,14431,12593,11314,13525,12935
1,Male,88,1,9,3,YH,7883,10028,9149,8885,8370,14038,6536,9255,8761,9064,9559,9707,9111,16573,11075,9085,12075,14280,11319,14145,14721,10237
1,Male,89,1,9,3,YH,10562,8847,5483,11216,6904,9588,9764,7503,5922,8141,8358,9018,7766,7260,7946,14293,8212,15257,9968,10452,9171,10237
1,Male,90+,1,9,3,YH,14174,14654,22750,21074,22589,16389,21141,18845,18434,22662,20511,25063,21026,22741,24816,28305,28067,27844,35155,39905,33193,33707
1,Male,0,1,1,4,EM,24545,22056,23889,25603,25591,22437,22763,23151,23725,26982,25950,20765,24385,21958,24632,25536,20857,28705,21523,22088,22159,26554
1,Male,1,1,1,4,EM,29000,22750,22371,27979,22053,21709,26166,21310,24643,23389,25113,29562,21591,21478,25609,22196,21866,20819,21358,24947,23208,24569
1,Male,2,1,1,4,EM,23865,29456,30361,22978,28469,25436,21353,27659,24643,22898,27653,21240,27833,22234,21216,21034,21062,21639,21330,23486,21497,23603
1,Male,3,1,1,4,EM,23574,23795,23038,24047,22263,23838,24777,22831,21668,25610,26650,23864,21481,23071,22729,25587,21341,26207,25656,23142,24462,26940
1,Male,4,1,1,4,EM,27558,23791,27449,25961,29128,22228,22560,27459,23067,21997,23867,28239,21608,22440,22363,26439,23966,25280,21777,23599,23603,23733
1,Male,5,1,1,4,EM,31006,27891,27201,26209,24070,23124,22697,23439,28407,22756,22035,24650,22086,21615,21810,23140,28260,23814,22736,23605,31096,22992
1,Male,6,1,1,4,EM,25225,24128,24699,28297,28097,24187,30288,25294,24293,23847,29005,24473,25572,23959,26216,26706,22037,22217,29295,23451,22024,25040
1,Male,7,1,1,4,EM,32253,24949,26444,25840,27998,31616,28480,28126,23318,22657,25190,23118,23944,27022,28599,24420,23483,23781,28624,22242,24130,27388
1,Male,8,1,1,4,EM,26801,27520,28534,32051,25533,25423,25738,23666,27319,23093,22863,22767,27090,28159,27482,23218,24097,22353,23171,26226,24647,25873
1,Male,9,1,1,4,EM,31092,31200,30763,24491,24691,25113,24889,25211,23490,26182,26359,23139,22951,25310,25445,26342,28210,23002,23424,25812,26112,23187
1,Male,10,1,1,4,EM,23996,24057,25352,25346,26127,30077,25764,29506,28611,23871,27893,23484,31516,29561,25204,27091,26375,24207,23221,23362,24426,27215
1,Male,11,1,1,4,EM,28606,24276,26544,27817,29634,28337,31015,25320,26336,31613,25245,24574,29547,24062,23543,25456,25035,24173,23852,23135,22845,24802
1,Male,12,1,1,4,EM,23951,28498,27164,31441,29592,28129,29811,26226,25930,25215,26183,25552,27353,24026,23334,26842,23295,27786,23465,28878,27906,25426
1,Male,13,1,1,4,EM,23710,28399,25380,27890,31445,27064,27455,25249,25401,31320,25815,24916,29714,30708,29197,26362,23920,24829,25029,25700,23456,28232
1,Male,14,1,1,4,EM,27765,25080,31612,26308,29903,25163,26421,29579,27021,25371,25829,32748,26946,25655,23898,25540,24670,26330,23672,23387,23650,25048
1,Male,15,1,1,4,EM,23613,22624,26078,24321,25766,25110,27631,29166,27351,26735,27041,27851,29067,25838,29624,26852,26062,25228,25419,26267,24279,24707
1,Male,16,1,2,4,EM,22555,23758,22968,27388,24594,27748,28270,33350,26322,26678,30703,31385,25895,27735,26263,25675,25098,27019,27992,25704,29302,25517
1,Male,17,1,2,4,EM,22067,24939,24965,23473,27495,25683,25926,25388,28557,28401,27166,29550,30569,26993,32111,27611,25199,25207,28575,32137,29675,24694
1,Male,18,1,3,4,EM,27619,25481,26475,28007,28951,27442,28200,27163,27247,28925,29338,29616,28784,28591,27348,27637,26300,30613,26418,27028,26519,29788
1,Male,19,1,3,4,EM,26958,28707,26568,34282,28674,27840,29488,29926,37112,30233,30026,31526,33280,33983,31998,32427,33790,39630,30539,29631,28751,30200
1,Male,20,1,4,4,EM,33855,32162,28538,34281,27863,30400,29877,30576,33594,31842,37838,36463,32098,33132,34514,34774,37234,37303,38074,35687,32268,31603
1,Male,21,1,4,4,EM,29049,31966,28163,29960,27266,29692,32571,28060,29015,32902,31070,31698,30542,35793,33568,34586,32224,31477,31338,32310,38107,30304
1,Male,22,1,4,4,EM,29062,31948,27372,30670,27769,29261,30801,27115,26590,27587,31925,38266,29402,33440,34394,31197,30513,29491,30050,30860,30999,29829
1,Male,23,1,4,4,EM,33572,26536,31443,26196,28229,27477,26829,24767,29832,25969,27065,29457,30407,29391,30159,30102,35023,29710,29790,28572,28535,30090
